Timestamp,Gx,Gy,Gz,Servo_Angle,Speed
2026-05-26 21:33:52.188,0.122,0.122,-0.366,120.0,2.319
2026-05-26 21:33:52.199,0.122,0.122,-0.366,120.0,2.108
2026-05-26 21:33:52.278,0.122,0.122,-0.366,120.0,2.53
2026-05-26 21:33:52.296,0.122,0.122,-0.366,120.0,2.53
2026-05-26 21:33:52.312,0.122,0.122,-0.366,120.0,3.584
2026-05-26 21:33:52.383,0.122,0.122,-0.366,120.0,3.584
2026-05-26 21:33:52.405,0.122,0.122,-0.366,120.0,2.952
2026-05-26 21:33:52.420,0.122,0.122,-0.366,120.0,3.162
2026-05-26 21:33:52.483,0.122,0.122,-0.366,120.0,3.162
2026-05-26 21:33:52.499,0.122,0.122,-0.366,120.0,3.162
2026-05-26 21:33:52.515,0.122,0.122,-0.366,120.0,3.373
2026-05-26 21:33:52.592,0.122,0.122,-0.366,120.0,3.373
2026-05-26 21:33:52.607,0.122,0.122,-0.366,120.0,3.584
2026-05-26 21:33:52.622,0.122,0.122,-0.366,120.0,4.216
2026-05-26 21:33:52.697,0.122,0.122,-0.366,120.0,3.373
2026-05-26 21:33:52.717,0.122,0.122,-0.366,120.0,2.741
2026-05-26 21:33:52.733,0.122,0.122,-0.366,120.0,1.687
2026-05-26 21:33:52.797,0.122,0.122,-0.366,120.0,1.476
2026-05-26 21:33:52.808,0.122,0.122,-0.366,120.0,1.265
2026-05-26 21:33:52.819,0.122,0.122,-0.366,120.0,0.843
2026-05-26 21:33:52.922,0.122,0.122,-0.366,120.0,1.054
2026-05-26 21:33:52.933,0.122,0.122,-0.366,120.0,1.265
2026-05-26 21:33:52.944,0.122,0.122,-0.366,120.0,2.741
2026-05-26 21:33:53.009,0.122,0.122,-0.366,120.0,2.952
2026-05-26 21:33:53.019,0.122,0.122,-0.366,120.0,3.795
2026-05-26 21:33:53.030,0.122,0.122,-0.366,120.0,4.638
2026-05-26 21:33:53.114,0.122,0.122,-0.366,120.0,4.638
2026-05-26 21:33:53.125,0.122,0.122,-0.366,120.0,4.849
2026-05-26 21:33:53.135,0.122,0.122,-0.366,120.0,4.216
2026-05-26 21:33:53.239,0.122,0.122,-0.366,120.0,3.584
2026-05-26 21:33:53.250,0.122,0.122,-0.366,120.0,2.53
2026-05-26 21:33:53.325,0.122,0.122,-0.366,120.0,2.108
2026-05-26 21:33:53.336,0.122,0.122,-0.366,120.0,2.319
2026-05-26 21:33:53.347,0.122,0.122,-0.366,120.0,1.897
2026-05-26 21:33:53.425,0.122,0.122,-0.366,120.0,2.53
2026-05-26 21:33:53.436,0.122,0.122,-0.366,120.0,3.795
2026-05-26 21:33:53.448,0.122,0.122,-0.366,120.0,3.584
2026-05-26 21:33:53.555,0.122,0.122,-0.366,120.0,7.59
2026-05-26 21:33:53.566,0.122,0.122,-0.366,120.0,7.59
2026-05-26 21:33:53.577,0.122,0.122,-0.366,120.0,8.011
2026-05-26 21:33:53.655,0.122,0.122,-0.366,120.0,8.011
2026-05-26 21:33:53.666,0.122,0.122,-0.366,120.0,6.114
2026-05-26 21:33:53.678,0.122,0.122,-0.366,120.0,5.692
2026-05-26 21:33:53.755,0.122,0.122,-0.366,120.0,4.216
2026-05-26 21:33:53.766,0.122,0.122,-0.366,120.0,2.952
2026-05-26 21:33:53.776,0.122,0.122,-0.366,120.0,2.952
2026-05-26 21:33:53.855,0.122,0.122,-0.366,120.0,1.687
2026-05-26 21:33:53.866,0.122,0.122,-0.366,120.0,1.476
2026-05-26 21:33:53.877,0.122,0.122,-0.366,120.0,1.265
2026-05-26 21:33:53.960,0.122,0.122,-0.366,120.0,1.476
2026-05-26 21:33:53.982,0.122,0.122,-0.366,120.0,1.687
2026-05-26 21:33:53.998,0.122,0.122,-0.366,120.0,2.319
2026-05-26 21:33:54.061,0.122,0.122,-0.366,120.0,3.373
2026-05-26 21:33:54.076,0.122,0.122,-0.366,120.0,4.638
2026-05-26 21:33:54.092,0.122,0.122,-0.366,120.0,5.692
2026-05-26 21:33:54.187,0.122,0.122,-0.366,120.0,5.481
2026-05-26 21:33:54.202,0.122,0.122,-0.366,120.0,5.903
2026-05-26 21:33:54.218,0.122,0.122,-0.366,120.0,3.373
2026-05-26 21:33:54.292,0.122,0.122,-0.366,120.0,2.108
2026-05-26 21:33:54.312,0.122,0.122,-0.366,120.0,1.897
2026-05-26 21:33:54.328,0.122,0.122,-0.366,120.0,0.843
2026-05-26 21:33:54.372,0.122,0.122,-0.366,120.0,0.632
2026-05-26 21:33:54.391,0.122,0.122,-0.366,120.0,1.265
2026-05-26 21:33:54.406,0.122,0.122,-0.366,120.0,1.687
