pc_timestamp,tick,gyrx_dps,gyrx_raw,gyry_raw,gyrz_raw,yaw_cf,yaw_kal,temp,angle,speed,odom_x,odom_y,kp,ki,kd
1781274284.993,34101,0.000,0,0,0,-0.844,-0.840,26.24,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.087,34201,0.060,1,0,-1,-0.848,-0.850,26.23,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.286,34300,0.000,0,2,0,-0.851,-0.850,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.286,34400,0.000,0,0,-2,-0.854,-0.850,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.381,34500,0.060,1,-1,1,-0.857,-0.860,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.478,34600,0.000,0,-2,0,-0.857,-0.860,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.672,34700,0.000,0,-1,0,-0.856,-0.860,26.25,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.673,34800,0.060,1,-1,0,-0.857,-0.860,26.22,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.779,34900,0.000,0,0,0,-0.859,-0.860,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.866,35000,0.120,2,0,0,-0.860,-0.860,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274285.902,35100,0.000,0,0,0,-0.861,-0.860,26.25,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.010,35200,0.000,0,0,-1,-0.862,-0.860,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.107,35301,0.000,0,0,0,-0.868,-0.870,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.213,35400,0.000,0,0,0,-0.868,-0.870,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.308,35501,0.000,0,2,0,-0.871,-0.870,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.434,35600,-0.060,-1,-2,-1,-0.872,-0.870,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.508,35700,0.000,0,0,0,-0.875,-0.870,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.613,35800,0.000,0,-2,0,-0.876,-0.880,26.25,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.717,35901,0.000,0,2,0,-0.878,-0.880,26.25,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.811,36000,0.000,0,0,2,-0.879,-0.880,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274286.916,36100,0.000,0,0,0,-0.885,-0.890,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.021,36200,0.000,0,0,-1,-0.888,-0.890,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.116,36300,0.000,0,0,0,-0.890,-0.890,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.211,36400,0.060,1,0,0,-0.892,-0.890,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.316,36501,0.000,0,0,0,-0.895,-0.900,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.422,36600,0.000,0,-1,0,-0.897,-0.900,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.516,36700,0.000,0,1,0,-0.898,-0.900,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.621,36801,-0.060,-1,-1,0,-0.903,-0.900,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.701,36900,0.000,0,1,-1,-0.907,-0.910,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.827,37001,0.060,1,1,0,-0.911,-0.910,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274287.911,37100,0.000,0,0,-1,-0.912,-0.910,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.016,37200,0.000,0,0,0,-0.912,-0.910,26.24,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.121,37301,0.060,1,1,0,-0.913,-0.910,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.227,37401,-0.060,-1,1,-1,-0.914,-0.910,26.23,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.372,37500,0.060,1,-1,-2,-0.915,-0.920,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.502,37600,0.000,0,0,0,-0.918,-0.920,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.503,37700,0.000,0,0,-1,-0.923,-0.920,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.619,37800,0.000,0,0,0,-0.925,-0.930,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.725,37900,0.000,0,0,-1,-0.927,-0.930,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.820,38000,-0.060,-1,1,-1,-0.930,-0.930,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274288.921,38100,0.000,0,0,0,-0.931,-0.930,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.005,38200,0.000,0,0,0,-0.934,-0.930,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.111,38300,0.000,0,0,0,-0.936,-0.940,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.238,38401,0.060,1,-1,0,-0.939,-0.940,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.354,38500,0.000,0,0,0,-0.942,-0.940,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.525,38600,-0.120,-2,-3,0,-0.942,-0.940,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.526,38701,0.000,0,0,0,-0.944,-0.940,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.631,38800,-0.060,-1,1,-1,-0.945,-0.950,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.757,38901,-0.180,-3,1,-1,-0.950,-0.950,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.804,39001,0.000,0,0,0,-0.952,-0.950,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274289.919,39100,0.000,0,0,0,-0.955,-0.960,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.015,39200,0.000,0,0,0,-0.958,-0.960,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.110,39300,0.000,0,-1,1,-0.958,-0.960,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.217,39400,0.000,0,1,0,-0.959,-0.960,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.323,39501,0.000,0,2,0,-0.959,-0.960,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.418,39601,0.060,1,-1,0,-0.961,-0.960,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.545,39701,0.000,0,1,-1,-0.965,-0.970,26.25,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.667,39801,-0.060,-1,2,0,-0.970,-0.970,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.823,39900,0.000,0,1,0,-0.973,-0.970,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.823,40000,0.000,0,0,-1,-0.976,-0.980,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274290.950,40101,0.000,0,-1,0,-0.979,-0.980,26.26,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.022,40201,0.000,0,1,0,-0.982,-0.980,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.128,40300,0.060,1,2,-1,-0.983,-0.980,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.234,40401,-0.060,-1,0,0,-0.985,-0.990,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.358,40501,0.000,0,0,-1,-0.988,-0.990,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.404,40600,0.000,0,1,0,-0.993,-0.990,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.509,40700,0.000,0,0,2,-0.992,-0.990,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.645,40801,0.060,1,0,0,-0.994,-0.990,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.710,40900,0.000,0,0,0,-0.996,-1.000,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.816,41000,0.000,0,1,0,-0.997,-1.000,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274291.941,41100,-0.060,-1,1,0,-1.000,-1.000,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.017,41200,0.000,0,0,-1,-1.002,-1.000,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.144,41300,-0.120,-2,1,0,-1.003,-1.000,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.219,41400,0.060,1,0,0,-1.005,-1.010,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.334,41501,-0.060,-1,0,0,-1.008,-1.010,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.413,41600,0.000,0,1,0,-1.009,-1.010,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.530,41701,0.000,0,1,1,-1.010,-1.010,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.655,41800,-0.240,-4,0,0,-1.009,-1.010,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.776,41900,-0.120,-2,-1,0,-1.011,-1.010,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.910,42001,0.000,0,0,-1,-1.017,-1.020,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274292.910,42100,0.000,0,0,0,-1.018,-1.020,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.015,42200,0.000,0,1,-1,-1.020,-1.020,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.120,42300,0.000,0,0,0,-1.021,-1.020,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.225,42400,0.060,1,0,0,-1.022,-1.020,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.309,42500,0.000,0,0,1,-1.023,-1.020,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.416,42600,0.000,0,-1,3,-1.025,-1.020,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.512,42700,0.000,0,0,0,-1.025,-1.030,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.606,42800,0.000,0,1,0,-1.030,-1.030,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.710,42900,0.000,0,0,-1,-1.032,-1.030,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.825,43000,0.000,0,0,1,-1.035,-1.030,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274293.930,43100,0.000,0,0,-1,-1.036,-1.040,26.27,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.025,43200,0.060,1,-1,0,-1.038,-1.040,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.130,43301,0.000,0,1,-1,-1.040,-1.040,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.202,43400,0.060,1,1,0,-1.042,-1.040,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.307,43500,0.000,0,0,-2,-1.046,-1.050,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.434,43600,0.000,0,0,-1,-1.049,-1.050,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.518,43700,0.060,1,-1,0,-1.050,-1.050,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.615,43801,0.000,0,0,0,-1.054,-1.050,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.723,43901,0.000,0,1,0,-1.055,-1.050,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.849,44000,-0.060,-1,0,0,-1.055,-1.060,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274294.972,44100,0.000,0,0,-1,-1.057,-1.060,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.120,44201,0.060,1,0,1,-1.059,-1.060,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.124,44301,0.000,0,0,0,-1.059,-1.060,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.225,44401,0.000,0,3,-2,-1.062,-1.060,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.333,44501,0.000,0,0,-1,-1.065,-1.070,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.425,44600,0.000,0,1,-1,-1.071,-1.070,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.520,44700,0.060,1,0,0,-1.078,-1.080,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.618,44800,0.000,0,2,0,-1.077,-1.080,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.716,44901,0.060,1,1,-1,-1.080,-1.080,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.810,45000,0.000,0,0,0,-1.086,-1.090,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274295.911,45100,0.060,1,0,0,-1.086,-1.090,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.098,45200,0.060,1,0,0,-1.089,-1.090,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.174,45300,0.000,0,0,0,-1.093,-1.090,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.217,45400,0.000,0,-1,0,-1.095,-1.090,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.328,45501,-0.120,-2,0,-1,-1.096,-1.100,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.469,45601,0.000,0,0,1,-1.096,-1.100,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.628,45700,0.000,0,0,-1,-1.099,-1.100,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.632,45801,0.000,0,0,-1,-1.102,-1.100,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.728,45900,0.120,2,0,0,-1.104,-1.100,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.816,46000,0.000,0,0,0,-1.106,-1.110,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274296.915,46100,0.000,0,1,-2,-1.109,-1.110,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.004,46200,0.240,4,0,0,-1.110,-1.110,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.206,46301,0.000,0,0,0,-1.112,-1.110,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.306,46400,0.000,0,0,1,-1.114,-1.110,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.392,46501,0.000,0,1,0,-1.114,-1.110,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.587,46600,0.000,0,0,-2,-1.115,-1.110,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.590,46701,0.000,0,0,0,-1.117,-1.120,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.689,46801,0.060,1,0,-1,-1.118,-1.120,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.783,46901,-0.060,-1,0,0,-1.119,-1.120,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.974,47000,0.060,1,1,1,-1.122,-1.120,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274297.978,47100,0.060,1,0,1,-1.124,-1.120,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.079,47200,0.000,0,0,0,-1.126,-1.130,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.170,47300,0.060,1,2,-1,-1.129,-1.130,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.363,47400,0.000,0,2,-1,-1.133,-1.130,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.368,47500,0.000,0,0,-2,-1.136,-1.140,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.469,47600,0.000,0,0,-2,-1.139,-1.140,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.570,47701,0.000,0,-1,0,-1.143,-1.140,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.662,47800,0.000,0,1,0,-1.145,-1.150,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.767,47901,0.060,1,0,0,-1.147,-1.150,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.858,48000,0.000,0,1,-2,-1.151,-1.150,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274298.957,48101,0.000,0,0,-1,-1.153,-1.150,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.048,48200,0.000,0,0,0,-1.154,-1.150,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.151,48301,-0.060,-1,0,0,-1.158,-1.160,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.242,48400,0.000,0,0,-1,-1.160,-1.160,26.28,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.347,48501,-0.120,-2,2,-1,-1.165,-1.160,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.425,48601,0.000,0,1,0,-1.167,-1.170,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.510,48700,0.000,0,0,0,-1.166,-1.170,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.636,48801,0.000,0,-1,0,-1.169,-1.170,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.734,48900,0.000,0,1,-1,-1.172,-1.170,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.812,49000,0.000,0,0,0,-1.175,-1.170,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274299.914,49100,0.000,0,-1,0,-1.176,-1.180,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.027,49200,0.000,0,1,-1,-1.176,-1.180,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.115,49300,0.000,0,0,0,-1.180,-1.180,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.254,49400,0.000,0,0,0,-1.179,-1.180,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.353,49500,0.000,0,0,-1,-1.180,-1.180,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.450,49601,0.000,0,0,0,-1.183,-1.180,26.30,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.549,49701,0.000,0,0,0,-1.186,-1.190,26.36,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.637,49800,-0.060,-1,1,0,-1.187,-1.190,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.735,49900,0.000,0,0,0,-1.191,-1.190,26.35,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.834,50001,0.000,0,0,0,-1.192,-1.190,26.29,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274300.931,50100,0.000,0,0,0,-1.194,-1.190,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.030,50201,0.000,0,1,-3,-1.198,-1.200,26.36,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.129,50301,0.060,1,1,0,-1.202,-1.200,26.36,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.228,50401,0.000,0,0,0,-1.205,-1.210,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.329,50501,0.000,0,0,-1,-1.206,-1.210,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.416,50600,0.000,0,0,0,-1.208,-1.210,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.517,50701,0.000,0,0,-3,-1.212,-1.210,26.33,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.617,50800,0.000,0,0,0,-1.214,-1.210,26.31,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.715,50901,0.060,1,0,0,-1.217,-1.220,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.810,51000,0.000,0,0,-2,-1.219,-1.220,26.37,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274301.910,51100,0.000,0,0,0,-1.223,-1.220,26.35,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274302.107,51200,0.000,0,1,-1,-1.224,-1.220,26.34,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274302.194,51300,0.060,1,0,0,-1.225,-1.230,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274302.290,51400,0.000,0,0,-1,-1.229,-1.230,26.35,90.00,0.00,0.00,0.00,2.500,0.010,0.180
1781274302.482,51500,-0.120,-2,2,0,-1.232,-1.230,26.32,90.00,0.00,0.00,0.00,2.500,0.010,0.180
