"gyro_x_dps","yaw_kal_deg","servo_angle_deg","ave_speed","odom_x_cm","odom_y_cm","heading_kp","heading_ki","heading_kd","gyro_x_raw","gyro_y_raw","gyro_z_raw","yaw_cf_deg","temp_c","tick_ms"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.007","26.36","1488301"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.007","26.37","1488400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","1","-0.008","26.38","1488500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-3","0","-0.009","26.37","1488601"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.009","26.38","1488700"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-2","-1","-0.008","26.38","1488800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.008","26.39","1488900"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.008","26.38","1489000"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.009","26.38","1489100"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.009","26.35","1489200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.007","26.39","1489300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.01","26.39","1489400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.009","26.38","1489500"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","1","-0.009","26.37","1489600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.009","26.37","1489701"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","-1","-0.008","26.36","1489800"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.009","26.38","1489900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.01","26.37","1490001"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","3","-0.009","26.38","1490100"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","0","0","-0.008","26.38","1490200"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","-1","-0.01","26.36","1490301"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","-1","1","-0.012","26.39","1490400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.011","26.41","1490501"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","-1","2","-0.009","26.38","1490601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.008","26.39","1490700"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","2","6","-0.006","26.37","1490801"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","2","-1","-0.008","26.38","1490900"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","7","11","-0.002","26.38","1491000"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","2","1","0.001","26.38","1491100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-7","0.002","26.39","1491200"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-2","-8","-0.009","26.37","1491300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","6","-0.009","26.36","1491400"
"-0.18","0","90","0","0","0","2.5","0.01","0.18","-3","-1","4","-0.004","26.41","1491501"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-4","-5","-0.011","26.37","1491601"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","-2","-0.009","26.38","1491700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","4","2","-0.002","26.38","1491800"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","-2","-4","-0.003","26.35","1491900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.001","26.36","1492000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","4","-1","0.003","26.36","1492101"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","1","-1","-0.002","26.33","1492200"
"-0.18","0","90","0","0","0","2.5","0.01","0.18","-3","0","3","0.001","26.4","1492300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","0","0","26.37","1492400"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.002","26.36","1492500"
"0.12","0","90","0","0","0","2.5","0.01","0.18","2","0","1","-0.001","26.4","1492601"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.001","26.37","1492701"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0","26.38","1492800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0","26.38","1492900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.002","26.38","1493000"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.003","26.39","1493100"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","1","-0.001","26.39","1493201"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0","26.39","1493300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.002","26.39","1493401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.002","26.32","1493501"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","0","0","0.001","26.39","1493600"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","0","0","0.002","26.37","1493700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0","26.37","1493801"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","1","0.001","26.36","1493900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.001","26.38","1494001"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","0","0.001","26.39","1494101"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.002","26.38","1494200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0.004","26.34","1494300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.005","26.37","1494401"
"-0.12","0.01","90","0","0","0","2.5","0.01","0.18","-2","0","0","0.006","26.38","1494501"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","0.005","26.38","1494601"
"-0.12","0.01","90","0","0","0","2.5","0.01","0.18","-2","1","5","0.005","26.34","1494700"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","0.002","26.37","1494800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.002","26.4","1494900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0","26.37","1495000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.001","26.41","1495100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.001","26.36","1495200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0","26.37","1495300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.001","26.4","1495401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.001","26.39","1495500"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.002","26.36","1495601"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","1","-0.003","26.34","1495700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.38","1495800"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.008","26.36","1495900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","-2","-0.004","26.39","1496001"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.004","26.38","1496100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-5","-1","0","26.35","1496200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.003","26.4","1496300"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-2","1","0.002","26.4","1496400"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","-1","0","0.002","26.38","1496501"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.003","26.35","1496601"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.002","26.34","1496700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.34","1496801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.002","26.37","1496900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.37","1497000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.005","26.38","1497100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.38","1497200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.006","26.37","1497300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.006","26.38","1497400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.007","26.39","1497500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-4","-1","-0.007","26.36","1497601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","-2","-0.006","26.38","1497700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.008","26.37","1497800"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.007","26.35","1497900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","1","-0.005","26.39","1498000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.007","26.38","1498100"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","0","0","-0.006","26.44","1498200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.007","26.38","1498300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.007","26.37","1498401"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","1","-0.006","26.36","1498501"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.37","1498600"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-2","0","-0.007","26.4","1498700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.009","26.36","1498800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.009","26.38","1498901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.008","26.4","1499000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","3","-0.002","26.37","1499100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.003","26.39","1499200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.4","1499300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.004","26.36","1499401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.003","26.38","1499500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.37","1499600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.004","26.36","1499701"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","-2","1","-0.004","26.36","1499801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.003","26.39","1499901"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.004","26.36","1500000"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.005","26.39","1500100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.006","26.34","1500200"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.006","26.37","1500300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.007","26.38","1500400"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.009","26.38","1500500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.007","26.37","1500600"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.006","26.35","1500700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.004","26.37","1500801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.004","26.37","1500900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.001","26.4","1501000"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.004","26.36","1501100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.004","26.37","1501200"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.003","26.38","1501300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.002","26.36","1501401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","6","-0.001","26.36","1501500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","3","-1","0.003","26.39","1501600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.003","26.37","1501700"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","2","0.003","26.42","1501801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","1","0.004","26.34","1501900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","0.001","26.38","1502001"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","2","0.002","26.39","1502100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.002","26.36","1502200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","3","0","0.002","26.36","1502300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","0.002","26.37","1502401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.002","26.38","1502500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.003","26.39","1502600"
"-0.12","0.01","90","0","0","0","2.5","0.01","0.18","-2","-2","0","0.007","26.39","1502700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","0.001","26.37","1502800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","3","0","0.004","26.38","1502900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.003","26.37","1503000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","0.002","26.37","1503100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-2","0","26.35","1503200"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","-1","-0.001","26.37","1503300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.001","26.38","1503400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","3","1","-0.001","26.39","1503500"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","-2","0","-0.002","26.39","1503600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0","26.38","1503700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.001","26.35","1503801"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.001","26.36","1503900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","-2","0","26.37","1504000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0","26.38","1504100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.002","26.36","1504200"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","1","-0.002","26.38","1504301"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.003","26.37","1504401"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","2","-1","-0.004","26.36","1504500"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.002","26.37","1504600"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.003","26.38","1504700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.002","26.37","1504801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.001","26.35","1504900"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.001","26.36","1505000"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","1","0.001","26.36","1505100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","0.003","26.35","1505200"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.002","26.35","1505300"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","-1","-0.001","26.37","1505400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","2","0","26.36","1505501"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","-1","0.001","26.36","1505600"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","-1","0","26.34","1505700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.001","26.38","1505801"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","1","-0.001","26.39","1505900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","0","26.34","1506000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.002","26.37","1506101"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","2","0.002","26.37","1506200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.003","26.37","1506300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","0","0.004","26.38","1506401"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.005","26.36","1506500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.004","26.33","1506600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","0.005","26.36","1506700"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","1","-1","0.005","26.37","1506800"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","0.006","26.32","1506901"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.009","26.34","1507001"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.006","26.38","1507100"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-2","0.004","26.36","1507200"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.004","26.35","1507300"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","2","0","0.003","26.36","1507400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.003","26.34","1507500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.002","26.33","1507601"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-2","0","26.29","1507701"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.003","26.32","1507800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.003","26.35","1507900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.32","1508001"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.003","26.32","1508100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.003","26.32","1508200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","2","-0.003","26.32","1508301"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.001","26.38","1508400"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","1","-0.001","26.32","1508501"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.002","26.36","1508600"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.004","26.33","1508700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.002","26.31","1508800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.001","26.32","1508901"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.001","26.34","1509000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.001","26.33","1509100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-4","-1","-0.001","26.35","1509200"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","2","-2","0","26.33","1509301"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.001","26.31","1509400"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","-1","-0.004","26.31","1509500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","2","-0.001","26.35","1509601"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.003","26.31","1509700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.001","26.36","1509800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.002","26.33","1509901"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.004","26.32","1510000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","3","-1","-0.004","26.33","1510100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.002","26.34","1510200"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.004","26.34","1510300"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","2","0","-0.003","26.34","1510400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.34","1510501"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.34","1510601"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.003","26.36","1510701"
"-0.18","0","90","0","0","0","2.5","0.01","0.18","-3","0","0","-0.004","26.33","1510801"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","-2","-0.006","26.35","1510900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.006","26.35","1511000"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.002","26.31","1511100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.003","26.32","1511200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","2","0","26.32","1511300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.002","26.32","1511400"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","2","0","-0.003","26.37","1511501"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.34","1511601"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.33","1511701"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.004","26.35","1511801"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.006","26.38","1511901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.007","26.31","1512000"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","0","-1","-0.006","26.33","1512100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","3","-1","-0.009","26.34","1512200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.01","26.35","1512300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","1","-0.009","26.33","1512400"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.008","26.37","1512500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.008","26.36","1512601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.009","26.33","1512700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.011","26.34","1512800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.009","26.35","1512900"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.009","26.33","1513001"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.009","26.36","1513101"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","2","-0.008","26.33","1513200"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.009","26.35","1513300"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","-1","0","-0.007","26.37","1513401"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.006","26.38","1513501"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.005","26.35","1513600"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","1","0","-0.003","26.36","1513700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.003","26.37","1513801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.34","1513901"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.006","26.34","1514000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.006","26.33","1514100"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.009","26.36","1514200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","-1","-0.012","26.36","1514300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.011","26.32","1514401"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.009","26.34","1514501"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","2","0","-0.008","26.36","1514600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.01","26.32","1514701"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.008","26.36","1514800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","1","-0.006","26.36","1514901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.007","26.32","1515000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.008","26.35","1515100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","1","-0.007","26.33","1515201"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","0","0","-0.008","26.33","1515300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.009","26.34","1515401"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","-1","0","-0.011","26.36","1515500"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-2","1","-0.011","26.34","1515601"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.008","26.38","1515701"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.35","1515800"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.005","26.35","1515900"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","1","-0.006","26.33","1516000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","-3","-0.009","26.38","1516101"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.011","26.32","1516200"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.013","26.33","1516300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-2","0","-0.013","26.33","1516400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.014","26.35","1516500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.37","1516600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.012","26.35","1516700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","2","-0.011","26.32","1516800"
