"gyro_x_dps","yaw_kal_deg","servo_angle_deg","ave_speed","odom_x_cm","odom_y_cm","heading_kp","heading_ki","heading_kd","gyro_x_raw","gyro_y_raw","gyro_z_raw","yaw_cf_deg","temp_c","tick_ms"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","0","0.001","26.37","1396401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.002","26.41","1396500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-3","1","-0.002","26.39","1396600"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","1","-0.003","26.37","1396701"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.003","26.41","1396800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.004","26.38","1396900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","-1","-0.005","26.4","1397001"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.005","26.38","1397100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","1","-0.005","26.41","1397201"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.43","1397300"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.003","26.4","1397400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.39","1397501"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.004","26.38","1397600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.005","26.38","1397700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.004","26.38","1397801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.003","26.37","1397900"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.006","26.42","1398001"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.006","26.39","1398100"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.005","26.4","1398200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.006","26.38","1398300"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","-2","0","-0.005","26.4","1398401"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.007","26.38","1398500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.005","26.37","1398601"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.004","26.39","1398701"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.004","26.38","1398801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.005","26.39","1398900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.006","26.38","1399000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.006","26.35","1399100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.006","26.39","1399201"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.006","26.39","1399300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.005","26.42","1399400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","1","-0.003","26.4","1399501"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-3","-2","-0.002","26.4","1399600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.002","26.38","1399700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0","26.38","1399800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","4","-2","0","26.39","1399900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.38","1400000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.002","26.38","1400100"
"0.18","0","90","0","0","0","2.5","0.01","0.18","3","0","0","0","26.39","1400200"
"0.06","0","90","0","0","0","2.5","0.01","0.18","1","0","2","0.002","26.41","1400300"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.002","26.38","1400400"
"0.12","0","90","0","0","0","2.5","0.01","0.18","2","1","-1","0.002","26.35","1400500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.002","26.43","1400600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.001","26.37","1400700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.001","26.38","1400800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","-1","0.001","26.43","1400900"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.001","26.41","1401000"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.003","26.38","1401100"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.003","26.36","1401200"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","1","0","-0.002","26.39","1401300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-2","-1","-0.001","26.41","1401401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0","26.38","1401500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-4","2","0.002","26.4","1401600"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-1","0.002","26.39","1401700"
"0.12","0","90","0","0","0","2.5","0.01","0.18","2","-1","0","0.002","26.37","1401801"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-2","0.002","26.39","1401901"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0.001","26.39","1402000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","2","0","0.004","26.39","1402100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.003","26.38","1402200"
"-0.06","0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.005","26.37","1402301"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","0.005","26.38","1402401"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.005","26.42","1402501"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.004","26.36","1402600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","0.004","26.41","1402701"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","2","0","0.007","26.4","1402800"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.009","26.37","1402901"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.007","26.4","1403001"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.005","26.38","1403100"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.006","26.38","1403200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","0.004","26.4","1403300"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","0.006","26.37","1403400"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","-1","0.004","26.38","1403500"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","-2","1","0.008","26.38","1403601"
"-0.06","0.01","90","0","0","0","2.5","0.01","0.18","-1","-2","2","0.01","26.41","1403700"
"-0.06","0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","0.008","26.37","1403800"
"-0.06","0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","-1","0.009","26.39","1403901"
"-0.06","0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","0.008","26.39","1404000"
"0","0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","0.006","26.42","1404101"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.005","26.44","1404201"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.005","26.42","1404300"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0.004","26.39","1404400"
"-0.12","0","90","0","0","0","2.5","0.01","0.18","-2","-1","-1","0.002","26.41","1404500"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-3","0","-0.001","26.37","1404600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","0","26.39","1404700"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","1","0","0.002","26.41","1404800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","0","0.002","26.42","1404900"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","-2","0.001","26.4","1405000"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0.001","26.38","1405100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","0.001","26.39","1405200"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","3","0.003","26.39","1405300"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","0","0","0.004","26.41","1405401"
"0","0","90","0","0","0","2.5","0.01","0.18","0","-1","-1","0.001","26.4","1405500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.001","26.36","1405600"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","0","26.36","1405700"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","0","0","26.4","1405800"
"0","0","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.001","26.39","1405901"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.002","26.37","1406001"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.003","26.4","1406100"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","2","-0.002","26.38","1406200"
"-0.06","0","90","0","0","0","2.5","0.01","0.18","-1","-1","-1","-0.005","26.39","1406301"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.008","26.39","1406400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.006","26.44","1406500"
"0","0","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.005","26.39","1406600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.006","26.4","1406700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.006","26.41","1406800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-3","0","-0.006","26.37","1406900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","5","-0.006","26.36","1407000"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","4","-2","-0.009","26.36","1407100"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-9","2","-0.014","26.38","1407200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-3","2","-0.01","26.37","1407300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","3","1","-0.012","26.41","1407401"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.009","26.35","1407501"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","4","-0.01","26.39","1407600"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.005","26.37","1407700"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-2","0","-0.007","26.4","1407801"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.007","26.34","1407900"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.006","26.4","1408000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","-1","-0.01","26.4","1408100"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.01","26.39","1408201"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","3","-1","-0.011","26.4","1408300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","3","0","-0.009","26.37","1408401"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.01","26.38","1408500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.011","26.37","1408600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.011","26.39","1408700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.01","26.37","1408801"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.011","26.38","1408900"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","2","-1","-0.011","26.38","1409000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.01","26.39","1409101"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.011","26.42","1409200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.01","26.39","1409300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.008","26.39","1409400"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-3","-4","-0.013","26.36","1409500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","3","-0.013","26.4","1409600"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","4","-2","-0.013","26.37","1409701"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.013","26.4","1409801"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.019","26.37","1409900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.014","26.38","1410000"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.018","26.34","1410100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-2","1","-0.016","26.37","1410200"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.012","26.37","1410300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","2","-1","-0.011","26.41","1410400"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","2","0","-0.012","26.38","1410500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","-2","-0.012","26.38","1410601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.012","26.35","1410700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.012","26.39","1410801"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.38","1410900"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-2","0","-0.012","26.39","1411001"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.013","26.38","1411100"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.012","26.36","1411200"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.014","26.41","1411301"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.015","26.37","1411400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.013","26.36","1411501"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","1","-0.012","26.36","1411600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.41","1411700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.01","26.39","1411800"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","3","0","-0.011","26.39","1411901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.4","1412000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.4","1412101"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.012","26.4","1412200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.011","26.31","1412300"
"-0.18","-0.01","90","0","0","0","2.5","0.01","0.18","-3","0","0","-0.014","26.39","1412401"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.012","26.38","1412500"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.011","26.35","1412601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.012","26.41","1412701"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.013","26.38","1412800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.013","26.42","1412900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.012","26.38","1413000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.013","26.35","1413101"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","2","0","-0.012","26.37","1413201"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","2","0","-0.013","26.37","1413300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-3","1","-0.012","26.42","1413401"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","-1","-0.012","26.43","1413500"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","2","-3","-0.013","26.41","1413601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.013","26.38","1413700"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","-3","-0.014","26.4","1413800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.014","26.37","1413901"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.015","26.39","1414000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-2","-0.015","26.4","1414100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.015","26.36","1414201"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.015","26.4","1414300"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","-1","-0.016","26.38","1414400"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.017","26.38","1414500"
"-0.12","-0.02","90","0","0","0","2.5","0.01","0.18","-2","1","-2","-0.018","26.41","1414601"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.018","26.38","1414700"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","2","0","-0.018","26.36","1414800"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.018","26.42","1414900"
"-0.12","-0.02","90","0","0","0","2.5","0.01","0.18","-2","0","0","-0.02","26.39","1415000"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.022","26.41","1415101"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.02","26.42","1415200"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.024","26.41","1415300"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.025","26.36","1415400"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.024","26.39","1415500"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.023","26.38","1415600"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.021","26.36","1415700"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","1","-0.018","26.39","1415801"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","1","1","-0.016","26.34","1415900"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.018","26.41","1416001"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.019","26.38","1416100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.018","26.36","1416200"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","3","0","-0.019","26.39","1416300"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.018","26.4","1416401"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-3","1","-0.017","26.37","1416501"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.016","26.39","1416601"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.019","26.4","1416700"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.019","26.38","1416801"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.019","26.4","1416900"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","-3","-2","-0.02","26.41","1417000"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.02","26.4","1417100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.02","26.35","1417200"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.019","26.39","1417300"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","2","-1","-0.018","26.39","1417400"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","3","0","-0.021","26.42","1417500"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","2","-0.021","26.35","1417601"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.021","26.35","1417700"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","-1","1","-0.02","26.34","1417801"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.02","26.38","1417900"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.019","26.41","1418000"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.021","26.39","1418100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.019","26.37","1418200"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.018","26.37","1418300"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.018","26.38","1418401"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.016","26.4","1418500"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.018","26.4","1418600"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.018","26.37","1418700"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","1","-1","-0.02","26.34","1418800"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.02","26.36","1418901"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","0","-1","-0.02","26.41","1419000"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-2","1","-0.019","26.41","1419100"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","-1","0","-0.019","26.4","1419200"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.019","26.36","1419300"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.018","26.36","1419400"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.018","26.38","1419501"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","2","-3","-0.015","26.36","1419600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.014","26.38","1419701"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","0","-0.013","26.38","1419801"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.012","26.38","1419900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.011","26.42","1420000"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","1","2","-0.009","26.4","1420101"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.008","26.36","1420201"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.008","26.41","1420301"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.009","26.38","1420400"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","-1","-0.009","26.39","1420500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.009","26.37","1420601"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","0","-0.009","26.38","1420700"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.009","26.39","1420800"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","-1","-0.009","26.4","1420900"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","-1","-0.01","26.39","1421000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-3","0","-0.01","26.39","1421100"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","2","0","-0.01","26.41","1421200"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","0","-1","-0.012","26.38","1421300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","1","-1","-0.01","26.37","1421400"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","0","-1","-0.011","26.36","1421500"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.01","26.38","1421601"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","2","-0.008","26.39","1421701"
"0.06","-0.01","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.009","26.37","1421801"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.011","26.37","1421901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","2","-0.011","26.35","1422001"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","-2","-0.01","26.39","1422100"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","-2","-0.015","26.39","1422200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-2","0","-0.013","26.4","1422300"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.014","26.38","1422400"
"-0.12","-0.01","90","0","0","0","2.5","0.01","0.18","-2","2","0","-0.014","26.39","1422500"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.012","26.39","1422600"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.013","26.41","1422701"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.013","26.38","1422800"
"-0.06","-0.01","90","0","0","0","2.5","0.01","0.18","-1","-1","-2","-0.014","26.37","1422901"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.015","26.34","1423000"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.014","26.37","1423101"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.017","26.37","1423200"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.015","26.36","1423300"
"0","-0.01","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.014","26.4","1423401"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","0","0","-0.016","26.38","1423500"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","1","-0.018","26.42","1423600"
"-0.18","-0.02","90","0","0","0","2.5","0.01","0.18","-3","-1","0","-0.02","26.37","1423701"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","0","-0.019","26.39","1423800"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.021","26.37","1423901"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","0","0","-0.02","26.36","1424001"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","1","0","-0.019","26.36","1424100"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","2","0","-0.02","26.38","1424200"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","-3","2","-0.018","26.37","1424301"
"0.06","-0.02","90","0","0","0","2.5","0.01","0.18","1","-1","0","-0.018","26.4","1424400"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","-1","0","-0.018","26.38","1424500"
"-0.06","-0.02","90","0","0","0","2.5","0.01","0.18","-1","-1","-1","-0.019","26.36","1424600"
"0","-0.02","90","0","0","0","2.5","0.01","0.18","0","1","-1","-0.02","26.41","1424700"
